PDF Template ID	PDF Template Name	OrgTemplate ID	Organization Name	Organization ID
1949e0de-1999-4cb1-b3d0-f14707f82477	CL_GRACE	aloha	AlohaCare Medicaid Test	4d56c8e2-30e5-4038-b12c-f337e0e27744
1949e0de-1999-4cb1-b3d0-f14707f82477	CL_GRACE	aloha	AlohaCare Test	54ed512d-8d2e-4bca-8fef-884d236d1172
1949e0de-1999-4cb1-b3d0-f14707f82477	CL_GRACE	excellus_dsnp	new_org	fc68d7a8-d1da-427a-a1cc-36ad0f7df176
0244182e-f82c-454b-9d4c-f10a622757d4	CL_HRHC_BCBSVT	bcbsvt	BCBSVT Training	73029688-cf63-4d32-b37e-9ad3226148eb
52a5797f-c925-4d1e-86a8-b9f16aa58dba	CL_HRHC_BCBSVT	bcbsvt	BCBSVT ETL-TEST	6521a352-bb49-4d1e-ae29-fa3b531b83cb
52a5797f-c925-4d1e-86a8-b9f16aa58dba	CL_HRHC_BCBSVT	bcbsvt	BCBSVT Fully Insured	c3f46cbc-8a53-46d7-bb37-0639f437e1a9
52a5797f-c925-4d1e-86a8-b9f16aa58dba	CL_HRHC_BCBSVT	bcbsvt	BCBSVT Training	73029688-cf63-4d32-b37e-9ad3226148eb
52a5797f-c925-4d1e-86a8-b9f16aa58dba	CL_HRHC_BCBSVT	arine	Humana Test	db147e41-c328-4fdc-a003-dd43bc43b505
52a5797f-c925-4d1e-86a8-b9f16aa58dba	CL_HRHC_BCBSVT	arine	Kaiser - Training	09be42fc-e834-4447-990d-0927ab53f82c
f22bb8a7-b8ab-4495-8382-8ef44788e831	CL_HRHC_Cambia	cambia	Cambia ETL-TEST	65974551-bc09-452f-99e7-4693b9f37669
bd314601-fefa-4a5c-ad98-76dbacdac53e	CL_HRHC_Cambia_docusend	cambia	Cambia	b941647d-8b37-4dcf-a5cd-3f969f5d9297
bd314601-fefa-4a5c-ad98-76dbacdac53e	CL_HRHC_Cambia_docusend	cambia	Cambia - Training	7467cca5-137a-403f-af85-b18c4f4777eb
bd314601-fefa-4a5c-ad98-76dbacdac53e	CL_HRHC_Cambia_docusend	priority_health	Michael Test Org	d9e41302-e7f4-4dab-876d-06f3c9e8a651
7ff4b6b1-5c02-4266-b473-ac86fcefd392	CL_HRHC_Kaiser_DocuSend	kaiser	Kaiser ETL-TEST	b8d6aa6c-8f52-4cde-9a47-dd774a787ada
7ff4b6b1-5c02-4266-b473-ac86fcefd392	CL_HRHC_Kaiser_DocuSend	kaiser	Kaiser Permanente	474813d3-7849-4d59-9699-ef26e04d5d62
7ff4b6b1-5c02-4266-b473-ac86fcefd392	CL_HRHC_Kaiser_DocuSend	kaiser	Kaiser Permanente Training	4541e22a-8c80-4d81-a288-e56f3275850f
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	arine	Arine HRHC Sandbox	9581ddeb-e187-4606-8d0c-c8620e5a6b26
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	Complete Health	1ca6457a-7e4b-4bb2-a701-24faed86cec6
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	East Alabama Medical Center	b96be86a-2b19-47b4-b6c8-218e44b6181e
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	CHANGE_ME	HMSA	af6594a4-9488-46b3-a1a9-e093a20c6a78
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	CHANGE_ME	HMSA - Training	028936e5-ce2a-4038-b44c-049b0e348284
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	CHANGE_ME	HMSA ETL-TEST	eb035078-33a6-439d-96d0-87e57c19351c
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	Infirmary Health	ed5f4b52-e260-4a3f-aecf-af3f54ec2d3a
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	UAB Health System	3be24b00-f1a3-408a-85e1-a3552eb01c33
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	Viva Health	3a4e52cd-5c87-44e0-a995-2f67fa3849c2
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	Viva Health Training	d3ed83c2-e205-4dd4-bc22-b4cd37e377d2
e804c554-f67a-4692-b456-ebf604a06924	CL_HRHC_VivaHealth	vivahealth	Viva Test	f26f5619-bddb-476d-b932-1731858cbd1a
09a230d6-5bfd-4569-93b1-4d654fdf1af8	CL_MTM_docusend	vnsny	VNS Health MTM Training	6a3b6090-0be2-47a5-8e4c-5ab82ae43d29
09a230d6-5bfd-4569-93b1-4d654fdf1af8	CL_MTM_docusend	vnsny	VNS Health Test	309be605-c684-4bb4-94e3-e39abaa83a96
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	1261 Org with template	e870d173-1c74-4f0f-95f8-e29394f186a2
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	allcare	AllCare ETL-TEST	ae6d383c-8cdc-478e-953f-fdd483f77c94
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare ETL-TEST	2f368724-5f89-4e5c-953d-690bd158bcbc
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare Medicaid	b144f12a-efb5-439c-8e40-074357ff3a57
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare Medicaid Test	4d56c8e2-30e5-4038-b12c-f337e0e27744
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare Medicare	75749bea-6da0-4abd-98f9-3fdff6ff4230
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare Test	54ed512d-8d2e-4bca-8fef-884d236d1172
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	aloha	AlohaCare Training	4c626069-a4a4-4379-b9ec-9367eb42c389
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Answer Health	3f53ea22-a3db-416c-bc20-99be408e6d6d
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	Arine	Arine - Solutions	08261c61-a122-4e07-8f84-c335b882c697
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	vnsny	Arine Internal Part C Training	990f44e6-f4ad-4146-a519-7ad5fc242483
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Bronson	bcce29ee-ff0e-4f57-95e4-80c9ea74e8ea
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Cherry Health	52807f2e-4ad1-4f63-a945-3eae6040918f
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus	Excellus	58f44d49-4865-4882-ad4d-35f95c411ddb
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus_dsnp	Excellus DSNP	c0b04b29-11cc-4471-a99a-bf59b6105e6d
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus_dsnp	Excellus DSNP Test	53834640-edb1-4d20-a768-8258dfa79fdb
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus_dsnp	Excellus DSNP Training	ce6992ce-260b-4e70-9d99-3bad549c5488
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus	Excellus Test	541336b7-616a-43ee-86e0-0296849bd5e9
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	excellus	Excellus-Training	0c59dc57-1451-4019-9876-2c05768f0336
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	prospect	Giulio Test Org	e304222e-e369-4d99-8aac-989caecefd13
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	hamaspik	Hamaspik	7db8cd05-955a-4ba6-b788-fa4b0a6fb0c6
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	hamaspik	Hamaspik ETL-TEST	6ca89e81-9871-46b8-b0f6-9ba78077f7a4
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	health_new_england	Health New England	1f556727-e0ae-454e-9745-eaff0643911c
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	healthfirst	Healthfirst Training	c13b2ccc-45d5-4dec-a447-ef42a337e2e3
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Holland PHO	d4f4796e-be0a-41c0-9e63-d33f2a51d362
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	arine	Humana Test	db147e41-c328-4fdc-a003-dd43bc43b505
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	updp_h1977	Magellan UPHP ETL-TEST	c65862e1-47bd-45f9-aebf-300cbe709f0a
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	mass_advantage	Mass Advantage H7670	c13382d2-c8c6-4744-982c-bc110aac752d
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	mass_advantage	Mass Advantage H9904	3233a03e-d427-4d75-8349-da71f4f6ea44
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	medigold	Medigold	bbb999af-8c71-4061-9691-931b56839f94
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	medigold	Medigold Test	f4e10953-1372-400c-a6e6-2cd91f551784
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	medigold	Medigold_Mount Carmel_Test	d5de0538-8fce-4712-9223-30d4fe060831
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Metro Health	de4f256e-74f1-434b-96cf-d34d0287be03
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	arine	Molina - MTM Training	dc0f777a-960a-45a9-8660-13ccb0874311
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	arine	Molina - Ohio Medicaid	7b424702-12a7-444e-8fd3-09580c9222ce
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	molina	Molina - Ohio Medicaid Test	c6fc4318-538c-44c7-9ca6-92aa30e82ffe
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	scan_h5425	Mozhi Test PDF Templates	126590f2-dff4-4d1e-bd02-8c74ba0584e3
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	PH-Arine	5d725507-5250-4557-a867-5cf806ecdea7
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	PH-MMC	aa6fafae-cd00-46d7-b622-4fec842ea86d
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	PH-Training	7fe08c7f-67b9-44d7-82bc-dac4f23a3820
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Priority Health test	a09d76e7-a57d-4a54-a003-10c8044d59b0
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Promed	913a0ad2-54cf-4456-9cba-0a50fdf5b1e8
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	prominence	Prominence HP ETL-TEST	9eb266ea-7a13-4c04-b33c-366b7564cf02
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	scan	SCAN-TEST	0b448637-2d7a-4fb4-8872-da782908f435
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	simply_prescriptions	Simply Prescriptions	ac52703e-4d76-4b4f-8321-a40de5486832
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	simply_prescriptions	Simply Prescriptions Training	97220609-8a95-4f7e-a010-e092f9743cf9
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Spectrum Health	e2dc6f58-f44d-4a5d-94a1-f97b112fe3b0
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	priority_health	Trinity Health	9ef0f926-eaec-4e53-84ef-de1ca22b2c99
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	UHC	UHC Test	31b751a6-13b7-4e4e-9e6f-961b8680feb6
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	updp_h1977	UPHP-H1977	4683fd25-1fac-4b8e-8e98-be8b683e38ca
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	univera	Univera	862fae72-b3fa-4347-8420-34303fec1b8d
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	univera	Univera Test	4d2a100b-e1f3-4d4a-8881-5413d16492b3
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	univera	Univera Training	8a87de3c-16c0-4fa9-aaa8-829213677ed3
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	vnsny	VNS HEALTH	50dbdb93-8dd4-4dfb-9ff3-4f2cf81e1cb4
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	vnsny	VNS Health ETL-TEST	8d3029b7-c946-4441-becd-475885e4038a
23ede163-fdd1-4f14-b824-9b5a9d62dc30	CL_MTM_no-address_general	medigold	Medigold Admin	68b4f529-4f16-4be5-a24f-019d3103ff6a
23ede163-fdd1-4f14-b824-9b5a9d62dc30	CL_MTM_no-address_general	medigold	Medigold Test	f4e10953-1372-400c-a6e6-2cd91f551784
23ede163-fdd1-4f14-b824-9b5a9d62dc30	CL_MTM_no-address_general	molina	Molina - Ohio Medicaid Test	c6fc4318-538c-44c7-9ca6-92aa30e82ffe
a87e763d-c591-45a5-b019-eb545fcb0c51	CL_QUAL_Cambia	cambia	Cambia	b941647d-8b37-4dcf-a5cd-3f969f5d9297
a87e763d-c591-45a5-b019-eb545fcb0c51	CL_QUAL_Cambia	cambia	Cambia - Training	7467cca5-137a-403f-af85-b18c4f4777eb
a87e763d-c591-45a5-b019-eb545fcb0c51	CL_QUAL_Cambia	cambia	Cambia ETL-TEST	65974551-bc09-452f-99e7-4693b9f37669
dcf85b5f-e03b-4b10-8c19-a2ef894e5e0f	CL_QUAL_Molina	molina	Molina - Medicare	931c37d7-d48a-462a-9e26-c2fb7e2cbcdd
dcf85b5f-e03b-4b10-8c19-a2ef894e5e0f	CL_QUAL_Molina	molina	Molina - Test	c5831d04-31d2-4c56-9638-7db62e7f5435
dcf85b5f-e03b-4b10-8c19-a2ef894e5e0f	CL_QUAL_Molina	molina	Molina - Training	18d5043e-1e37-4a5c-a577-0d9cc36b4e9d
dcf85b5f-e03b-4b10-8c19-a2ef894e5e0f	CL_QUAL_Molina	molina	Molina Medicare Test	5a900cb6-b55b-4a5d-88d7-cba07457dd2f
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	Complete Health	1ca6457a-7e4b-4bb2-a701-24faed86cec6
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	East Alabama Medical Center	b96be86a-2b19-47b4-b6c8-218e44b6181e
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	CHANGE_ME	HMSA	af6594a4-9488-46b3-a1a9-e093a20c6a78
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	CHANGE_ME	HMSA - Training	028936e5-ce2a-4038-b44c-049b0e348284
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	CHANGE_ME	HMSA ETL-TEST	eb035078-33a6-439d-96d0-87e57c19351c
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	Infirmary Health	ed5f4b52-e260-4a3f-aecf-af3f54ec2d3a
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	UAB Health System	3be24b00-f1a3-408a-85e1-a3552eb01c33
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	Viva Health	3a4e52cd-5c87-44e0-a995-2f67fa3849c2
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	Viva Health Training	d3ed83c2-e205-4dd4-bc22-b4cd37e377d2
2e8d320b-c703-46e0-a8b4-55ea2ed7bc14	CL_QUAL_Viva	vivahealth	Viva Test	f26f5619-bddb-476d-b932-1731858cbd1a
6d47dec6-c2c6-4c45-9c77-2fdcf795e5bc	CMM PCP PML-Test	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
6d47dec6-c2c6-4c45-9c77-2fdcf795e5bc	CMM PCP PML-Test	prospect	Giulio Test Org	e304222e-e369-4d99-8aac-989caecefd13
6d47dec6-c2c6-4c45-9c77-2fdcf795e5bc	CMM PCP PML-Test	prospect	Stage_Testing_Organization	7bcbfb10-616c-4a6e-87b9-b9673c6730f1
6d47dec6-c2c6-4c45-9c77-2fdcf795e5bc	CMM PCP PML-Test	prospect	test org for testing	308b7417-b4ec-4e7a-a0e2-b07de68e9c1f
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Admin Portal Test Patient Org PROD	316de193-96e8-4735-9822-29de02116b0f
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Admin Portal Test Patient Org PROD	3574e0f1-c6b7-4937-a81d-b9c8a1d4bd3c
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Mozhi Test Customer ID	40d05ea6-4479-4ce7-a557-53942d46e07c
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Mozhi Test Customer ID 2	8161b0fe-c951-448b-8c8c-7492f7d5f0b8
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Mozhi Test Customer ID 3	a18adcb4-7077-4b21-b9b0-29cded15cd30
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Mozhi Test Customer ID 4	3dd329ab-2d82-445e-a505-2d5133afac9d
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	select_health	Mozhi Test PDF Templates	168e0589-5a1d-48d1-ad4e-0cdb7cfc62b4
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	NEW_TEST_PATIENT_ORG	4a259168-0d1e-49b7-a629-c43b8de885d5
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	Org for Dev Testing	41d426a9-5af7-46b2-88c5-bddf47931647
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	TEST_ORG_01	529415d6-f492-4f4b-9e7a-38f7649cc29c
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	TEST_ORG_1	ce51e550-a68e-4427-8dd4-5d29bbe79ba4
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	new patient test org	0c7869ff-3db2-4b7a-af98-41bddfc6ff6f
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	excellus_dsnp	new_org	fc68d7a8-d1da-427a-a1cc-36ad0f7df176
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	patient_test_org	1683a4ad-0b64-47eb-abba-c741c7540540
8c9582c4-11bc-4f43-b37f-5bc59d169e1a	CMM_PML_PPOK_Arine	priority_health	sample_patient_org	a1e8b25a-6cd2-48f9-8227-54684959fb4e
fa5c3e49-7956-4786-a772-e58b8813aa8f	Cambia_OMW	cambia	Cambia - Training	7467cca5-137a-403f-af85-b18c4f4777eb
fa5c3e49-7956-4786-a772-e58b8813aa8f	Cambia_OMW	cambia	Cambia ETL-TEST	65974551-bc09-452f-99e7-4693b9f37669
8a3ab0a3-e536-4158-93c8-e93ce0a16c9b	Cambia_SPC	cambia	Cambia - Training	7467cca5-137a-403f-af85-b18c4f4777eb
592e8fc2-fd94-4420-86f8-9307cbf465eb	Cambia_SUPD	cambia	Cambia - Training	7467cca5-137a-403f-af85-b18c4f4777eb
10a0994b-cb5f-4c76-99f0-d861ac52538e	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
321e7e0a-d4c0-40cb-8599-a3c3b3f6a4c5	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
321e7e0a-d4c0-40cb-8599-a3c3b3f6a4c5	Giulio_Default_Translations	prospect	Giulio Test Org	e304222e-e369-4d99-8aac-989caecefd13
321e7e0a-d4c0-40cb-8599-a3c3b3f6a4c5	Giulio_Default_Translations	prospect	Stage_Testing_Organization	7bcbfb10-616c-4a6e-87b9-b9673c6730f1
321e7e0a-d4c0-40cb-8599-a3c3b3f6a4c5	Giulio_Default_Translations	prospect	test org for testing	308b7417-b4ec-4e7a-a0e2-b07de68e9c1f
6e7f4623-01b7-47a3-843d-cf11f8a7d970	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
9e5b04e2-aa52-4383-8658-7e773199ad65	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
a57d9c30-a182-4349-aecc-ec3268c99151	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
ac014e7d-55f1-49b1-931c-e86635e97fca	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
e78d4c70-5900-4255-93f5-ccbcd1ff4b0e	Giulio_Default_Translations	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
24808b0a-e87a-4825-a503-d627a55e66a0	Giulio_PA_Columns	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
24808b0a-e87a-4825-a503-d627a55e66a0	Giulio_PA_Columns	prospect	Giulio Test Org	e304222e-e369-4d99-8aac-989caecefd13
24808b0a-e87a-4825-a503-d627a55e66a0	Giulio_PA_Columns	prospect	Stage_Testing_Organization	7bcbfb10-616c-4a6e-87b9-b9673c6730f1
24808b0a-e87a-4825-a503-d627a55e66a0	Giulio_PA_Columns	prospect	test org for testing	308b7417-b4ec-4e7a-a0e2-b07de68e9c1f
ef39c4b5-5af8-43c9-87f4-6a30aca8e9f3	JMAC_PROD_14161	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
ef39c4b5-5af8-43c9-87f4-6a30aca8e9f3	JMAC_PROD_14161	prospect	Giulio Test Org	e304222e-e369-4d99-8aac-989caecefd13
ef39c4b5-5af8-43c9-87f4-6a30aca8e9f3	JMAC_PROD_14161	prospect	Stage_Testing_Organization	7bcbfb10-616c-4a6e-87b9-b9673c6730f1
ef39c4b5-5af8-43c9-87f4-6a30aca8e9f3	JMAC_PROD_14161	prospect	test org for testing	308b7417-b4ec-4e7a-a0e2-b07de68e9c1f
777ab27b-611c-45ee-b56c-10b224c92efd	MAP_CMM	prospect	Admin Portal Test Patient Org DEV	2c360add-a115-4059-a756-ffe9b0c84c03
777ab27b-611c-45ee-b56c-10b224c92efd	MAP_CMM	priority_health	Admin Portal Test Patient Org PROD	316de193-96e8-4735-9822-29de02116b0f
777ab27b-611c-45ee-b56c-10b224c92efd	MAP_CMM	priority_health	Admin Portal Test Patient Org PROD	3574e0f1-c6b7-4937-a81d-b9c8a1d4bd3c
